model,replicate,seed,fraction,n_train,r2_coef_determination,pearson_r,pearson_r2,rmse,mae
rf,21,63,0.55,15161,0.7697936225984878,0.8803644775609101,0.7750416133510941,4.440781243872225,0.8243798673868004
rf,21,63,0.56,15436,0.7773733554198008,0.8854384363489632,0.784001224564097,4.367061168421727,0.8180324131918634
rf,21,63,0.57,15712,0.7757238696950494,0.8845548287080998,0.7824372449908157,4.383209530631334,0.8133657988104256
rf,21,63,0.58,15988,0.7624164999859518,0.8752116638175985,0.7659954564823691,4.511374107731111,0.8416450130015383
rf,21,63,0.59,16263,0.7690096719823936,0.8791641408036972,0.7729295864751031,4.448336191730763,0.8394444060813303
rf,21,63,0.6,16539,0.7702941020515566,0.8804078454378308,0.7751179743084834,4.435951384088064,0.829111797461453
rf,21,63,0.61,16815,0.7728077175665027,0.8812179482673331,0.7765450723484882,4.411613854975899,0.8292980577363532
rf,21,63,0.62,17090,0.7738367390137699,0.8820401336718092,0.7779947974077831,4.401611760603791,0.8234188157796927
rf,21,63,0.63,17366,0.7652509976539109,0.8773876149170904,0.7698090268099005,4.484381810339466,0.8317758299741975
rf,21,63,0.64,17642,0.7761242810839113,0.8833807168101698,0.7803614908320494,4.379295001085404,0.8169738630700754
rf,21,63,0.65,17917,0.7772113791163417,0.8839343230160422,0.7813398874058289,4.368649549295305,0.8273628063439549
rf,21,63,0.66,18193,0.7696931678603312,0.8792284566081866,0.7730426789096139,4.441750046011904,0.8334427098823077
rf,21,63,0.67,18469,0.7808319917370736,0.8859433322778402,0.7848955880075635,4.333005947350745,0.8172509595408253
rf,21,63,0.68,18744,0.7750523862165737,0.8825017360868882,0.7788093141963717,4.389766298494113,0.8252567091133323
rf,21,63,0.69,19020,0.7761299359313572,0.8838790107763591,0.7812421056909952,4.379239692716877,0.8146544781631562
rf,21,63,0.7,19296,0.7750100653963438,0.8831674067067518,0.779984668269129,4.390179216351175,0.8135924455864687
rf,21,63,0.71,19571,0.7819908016983431,0.8869845161960817,0.786741531971597,4.32153578532554,0.8072526060559847
rf,21,63,0.72,19847,0.779388893572958,0.8857154534397994,0.7844918644620694,4.347247746781497,0.8060456180453182
rf,21,63,0.73,20122,0.784051408723534,0.8884009035281719,0.7892561653896722,4.301063875363124,0.7967845628325582
rf,21,63,0.74,20398,0.7785217612922747,0.8853284262525264,0.783806422330775,4.355782996770071,0.8014790744240581
rf,21,63,0.75,20674,0.7816845690382692,0.8874961846603978,0.787649477786763,4.324569902692063,0.7979310749919484
rf,21,63,0.76,20949,0.7795350739127593,0.8860498371591183,0.7850843139297001,4.345807231233364,0.8018622501550158
rf,21,63,0.77,21225,0.7801045740862784,0.8865748675974703,0.786014995855472,4.340190604622244,0.8004159943870542
rf,21,63,0.78,21501,0.7814985413311729,0.8872355992573359,0.7871870085895238,4.326412004542411,0.8006970849292395
rf,21,63,0.79,21776,0.7828013185533833,0.8885154842743538,0.7894597657952894,4.31349497957139,0.7929671411551
rf,21,63,0.8,22052,0.7788470276897959,0.8865180422021748,0.7859142391499769,4.35258333613015,0.7895300763713177
rf,21,63,0.81,22328,0.7815345965957126,0.8891147592816397,0.7905250551724482,4.326055035838753,0.7852541732389007
rf,21,63,0.82,22603,0.7790532088903689,0.8878325251522612,0.7882465927182405,4.350553903487495,0.789739515500882
rf,21,63,0.83,22879,0.7811761426944795,0.8877212945571158,0.7880490968101616,4.329602635860211,0.7826796972605237
rf,21,63,0.84,23155,0.7831381326868069,0.8896738581125697,0.7915195738089048,4.310149172543351,0.7790616314564816
rf,21,63,0.85,23430,0.7975679047896135,0.8963300686172619,0.8034075919074255,4.164284474312554,0.7704681921588084
rf,21,63,0.86,23706,0.8037780737985578,0.8996359961502839,0.8093449255693136,4.099911403535446,0.7674204145765688
rf,21,63,0.87,23982,0.7951484864069662,0.8946941965891827,0.8004777054103631,4.189095809310605,0.7689433435830599
rf,21,63,0.88,24257,0.7995065772067971,0.8970591606846855,0.8047151377683124,4.144296029358857,0.7669839186323094
rf,21,63,0.89,24533,0.7974976714429403,0.8966840397344668,0.8040422671145228,4.16500680609284,0.758133885901892
rf,21,63,0.9,24808,0.7966735904402188,0.8955298205174579,0.8019736594360304,4.173472926376186,0.7630047652429421
rf,21,63,0.91,25084,0.8058458588664696,0.9005967448519182,0.811074496837871,4.078251773586376,0.7441719746753276
rf,21,63,0.92,25360,0.7912380306255953,0.8925452746149382,0.7966370672374554,4.228890084149041,0.7752741141283044
rf,21,63,0.93,25635,0.7955626789798357,0.8953364575384809,0.801627372197556,4.184858666315196,0.7690940315830751
rf,21,63,0.94,25911,0.7950825700507004,0.8951212916272081,0.8012421267243613,4.189769730917319,0.7578266055635462
rf,21,63,0.95,26187,0.7953906335393215,0.8954747550856694,0.8018750369957397,4.186619192318367,0.7639554067884659
rf,21,63,0.96,26462,0.800570434109817,0.8974703376750514,0.8054530070065707,4.133286186452998,0.757055782949661
rf,21,63,0.97,26738,0.7964429314515222,0.8957198979824367,0.8023141356416668,4.17583950577822,0.7596451517184817
rf,21,63,0.98,27014,0.7967529769127615,0.8945322802613387,0.8001880004295502,4.1726581044337925,0.7742406067756405
rf,21,63,0.99,27289,0.7967683356310323,0.8946163708809567,0.8003384510482134,4.172500444336132,0.7711741064918675
rf,21,63,1.0,27565,0.7962658328247634,0.8948148747819893,0.8006936601311072,4.177655641824672,0.7720496680764735
rf,22,64,0.01,276,0.2358293295714795,0.6069242662356875,0.3683570649457277,8.090882370335029,1.777831654641871
rf,22,64,0.02,551,0.36810947880567946,0.6927750420450292,0.47993725888049193,7.357353531553149,1.494821628436268
rf,22,64,0.03,827,0.451408493138441,0.7144142574997567,0.5103877313189287,6.855280734508358,1.412285095540785
rf,22,64,0.04,1103,0.5313640093841742,0.7581873599906755,0.5748480728496302,6.3360489540168015,1.3140781585692642
rf,22,64,0.05,1378,0.5726288388328171,0.7747354612360339,0.6002150348966101,6.050667822002442,1.2336233762915358
rf,22,64,0.06,1654,0.5789779364290428,0.7795828897857522,0.6077494820467042,6.005554775680866,1.2009469922698108
rf,22,64,0.07,1930,0.5886928060579537,0.7742085095584453,0.5993988162727093,5.935862844469568,1.2230320988323282
rf,22,64,0.08,2205,0.6239022043640863,0.7979518177407362,0.6367271034357451,5.676113860825055,1.2067563635397216
rf,22,64,0.09,2481,0.6251313555450743,0.7957275836901737,0.6331823874454025,5.6668310202812515,1.1855340222054043
rf,22,64,0.1,2756,0.6292519144760219,0.7996410958782918,0.6394258822174355,5.635600035948019,1.1583872086608968
rf,22,64,0.11,3032,0.6241528300300101,0.7936180252972287,0.6298295700766727,5.674222309069169,1.1553154398692023
rf,22,64,0.12,3308,0.6384614750301684,0.8032632886384065,0.6452319108741879,5.565164365172949,1.134462679566914
rf,22,64,0.13,3583,0.6427584798412367,0.8050146988247014,0.6480486653238248,5.531993600663042,1.126000508042606
rf,22,64,0.14,3859,0.6569369107974563,0.8126781169002136,0.6604457216884773,5.421103534418127,1.0966788939094045
rf,22,64,0.15,4135,0.673386314605287,0.8250649337553468,0.6807321449127148,5.289539854747974,1.06974888196004
rf,22,64,0.16,4410,0.670828446838391,0.8193430982250325,0.6713231126089952,5.31021191697322,1.1239163457414258
rf,22,64,0.17,4686,0.6765000506555483,0.8227270261478612,0.6768797595541035,5.264265847261775,1.1104481116562497
rf,22,64,0.18,4962,0.6949315172588089,0.8338336753732779,0.695278598186509,5.1121004128578775,1.0649905802520108
rf,22,64,0.19,5237,0.6929935705585961,0.8327442027315378,0.6934629071829845,5.128312009514055,1.0583737000636435
rf,22,64,0.2,5513,0.687224856231502,0.8295733513198246,0.688191945220005,5.1762688002825445,1.0668796461421541
rf,22,64,0.21,5789,0.695015001001396,0.8338923182476151,0.6953763984323819,5.111400887176593,1.0545112732602686
rf,22,64,0.22,6064,0.6837837389744483,0.827028661521519,0.6839764069780753,5.204665276306457,1.0448189491194413
rf,22,64,0.23,6340,0.7099609610915214,0.8431337430175475,0.7108745086147799,4.984584163554729,1.0047412852384854
rf,22,64,0.24,6616,0.6913044681864144,0.8339270957891266,0.6954344010912872,5.142400252022666,1.061057638520929
rf,22,64,0.25,6891,0.7068409107335112,0.841336198700865,0.7078465992444213,5.011322895259405,1.0356765217261914
rf,22,64,0.26,7167,0.6880776874567996,0.8305798181748704,0.6898628343594008,5.1692070227418885,1.0621918755569355
rf,22,64,0.27,7443,0.7090884906718165,0.842214663371909,0.7093255391986579,4.992075632057077,1.0125111702023613
rf,22,64,0.28,7718,0.7215141806530543,0.8497103635117015,0.7220077018591878,4.884299060258115,0.9905074356091871
rf,22,64,0.29,7994,0.7083156336647038,0.8417227005172272,0.7084971045660138,4.998702392151093,0.9967855820482614
rf,22,64,0.3,8270,0.71731576900899,0.8472577443775045,0.7178456854076567,4.920978823271613,0.9884453250075675
rf,22,64,0.31,8545,0.7235466492102658,0.851314452043356,0.7247362962578795,4.866442920331733,0.9651652510853138
rf,22,64,0.32,8821,0.7200514060827221,0.8494929325779454,0.7216382424998777,4.897109893977888,0.9696125030368838
rf,22,64,0.33,9096,0.7365953064448508,0.8597005230312359,0.7390849893001805,4.750206168991127,0.9435790068496012
rf,22,64,0.34,9372,0.7279732224185451,0.8544961002113202,0.7301635852763545,4.8273249380845,0.9547497662061047
rf,22,64,0.35,9648,0.7310370871313298,0.857168235811196,0.7347373844836782,4.800062635204435,0.9365624267176085
rf,22,64,0.36,9923,0.7371760540860484,0.8595237915813955,0.7387811482944582,4.744966715528434,0.9396280327972102
rf,22,64,0.37,10199,0.7402056126735321,0.8621405047708816,0.7432862499665904,4.717539951725827,0.9225250737397839
rf,22,64,0.38,10475,0.7469661155265914,0.8664363310608704,0.7507119157822222,4.655754224547268,0.902864983766499
rf,22,64,0.39,10750,0.7515739487688748,0.8705554154350098,0.7578667313432225,4.6131680211587875,0.8758488216818574
rf,22,64,0.4,11026,0.7530635479647807,0.8706961885298306,0.7581118527203742,4.599316608678838,0.8839683830717162
rf,22,64,0.41,11302,0.7502487385442086,0.8695050593077692,0.7560390481618072,4.625455955899388,0.8937101906562428
rf,22,64,0.42,11577,0.7598783563258223,0.8739339200435261,0.7637604966026442,4.535407965146823,0.871860539353011
rf,22,64,0.43,11853,0.7592595176394719,0.8741549462722584,0.764146870092255,4.541248504656835,0.8590962118759433
rf,22,64,0.44,12129,0.7658709416347753,0.8778758881807699,0.7706660750491756,4.4784565383127735,0.8414363969161732
rf,22,64,0.45,12404,0.7590705344791381,0.8740611958511536,0.7639829740927487,4.543030612769025,0.8545512060034283
rf,22,64,0.46,12680,0.7589950518008821,0.8737924639972894,0.7635132701384543,4.543742217849134,0.8566534550868574
rf,22,64,0.47,12956,0.7646988095432626,0.8786890877837373,0.7720945129902165,4.489652903787767,0.8645324794890787
rf,22,64,0.48,13231,0.7655176611082949,0.8768450390843493,0.7688572225668341,4.4818340667411,0.8545040515483922
rf,22,64,0.49,13507,0.7698162617803108,0.8798776531816314,0.7741846845684152,4.440562878666586,0.8534854217603407
rf,22,64,0.5,13782,0.7698165982462533,0.8804627580307376,0.7752146682790931,4.440559633218554,0.8428123012357231
rf,22,64,0.51,14058,0.7696237651509561,0.8796648652769353,0.7738102752026887,4.442419253833547,0.8414990204316745
rf,22,64,0.52,14334,0.7713805794433651,0.8811541070582465,0.7764325603856157,4.425448228931402,0.843134722457399
rf,22,64,0.53,14609,0.7695028326311513,0.8795963093870636,0.7736896674873428,4.443585091251995,0.8372495806643926
rf,22,64,0.54,14885,0.7793403932429028,0.8853304444735253,0.7838099959116898,4.347725581662586,0.8277614115563966
rf,22,64,0.55,15161,0.7817840734287473,0.8862156470060616,0.7853781729983723,4.3235842583564565,0.8264120874907652
rf,22,64,0.56,15436,0.7796209767747848,0.885769359654122,0.7845873585020733,4.3449604896270975,0.8329870096115126
rf,22,64,0.57,15712,0.7787173762419143,0.8845970446436876,0.7825119313923462,4.353859005278072,0.8179157953920453
rf,22,64,0.58,15988,0.7801369574279385,0.8855330243015233,0.7841687371286021,4.339871009411005,0.8196487756952433
rf,22,64,0.59,16263,0.7774211826780099,0.8834401621055881,0.7804665200211477,4.3665920516603505,0.8163043437508529
rf,22,64,0.6,16539,0.7833375164404448,0.8879109684895847,0.7883858879641124,4.308167331866932,0.8098950893009093
rf,22,64,0.61,16815,0.7801119211943186,0.8854411762122599,0.7840060765321504,4.3401180971666715,0.8148500767034027
rf,22,64,0.62,17090,0.7845423351202078,0.8876102322247648,0.7878519243501009,4.296172185190897,0.8027962963379087
rf,22,64,0.63,17366,0.7772016554203929,0.8834332893619864,0.7804543767529392,4.368744883958848,0.829443069591996
rf,22,64,0.64,17642,0.7826861509386358,0.8864370719087171,0.7857706824541001,4.314638423651198,0.8177657629090525
rf,22,64,0.65,17917,0.7776531311909827,0.8835424847947959,0.7806473224373621,4.364316254376436,0.8209179806941375
rf,22,64,0.66,18193,0.779516771118614,0.8846708058008477,0.7826424346363211,4.345987619936878,0.8286739686097
rf,22,64,0.67,18469,0.7794707441965305,0.8845796166136578,0.7824810981283659,4.346441219052402,0.8256129172550455
rf,22,64,0.68,18744,0.7759829730955261,0.8826964284213362,0.7791529847477832,4.380676865432531,0.8202201838529539
rf,22,64,0.69,19020,0.7734711702983883,0.8808236871216498,0.775850367794578,4.405167691491536,0.8353127699570907
rf,22,64,0.7,19296,0.7748302583967344,0.8819353941198461,0.7778100394013283,4.391933133259177,0.837066715872196
rf,22,64,0.71,19571,0.778436116070902,0.8849455153410558,0.7831285651222468,4.3566251019437665,0.831629082789902
rf,22,64,0.72,19847,0.7798157850739981,0.8848288704734862,0.7829221300233855,4.343039659121158,0.8134417518539843
rf,22,64,0.73,20122,0.7797130274461552,0.8845023675280342,0.7823444381626977,4.344052966084855,0.8131663763905503
rf,22,64,0.74,20398,0.7790656757450792,0.8848360970046697,0.7829349185624572,4.350431162423322,0.8078256723059846
rf,22,64,0.75,20674,0.7807287886497261,0.8857402729404095,0.7845358311085511,4.334026002614683,0.8081871036011887
rf,22,64,0.76,20949,0.7785137220212446,0.884754204409028,0.782790002219452,4.355862049688549,0.8111046775138294
rf,22,64,0.77,21225,0.7804975155969603,0.8854517633893667,0.784024825289339,4.336311025020961,0.8100807570559759
rf,22,64,0.78,21501,0.7848848871185498,0.8885472879012936,0.7895162828367442,4.292755625897309,0.8018999484246414
rf,22,64,0.79,21776,0.7825478197841496,0.8865903424112419,0.7860424352568832,4.316011446967636,0.8051967538939877
rf,22,64,0.8,22052,0.7934244776977301,0.8930512385024355,0.7975405145907339,4.20668637078945,0.7915863029452713
rf,22,64,0.81,22328,0.7959597002401531,0.8951647540736385,0.8013199369357177,4.180793152999251,0.7870850770632615
rf,22,64,0.82,22603,0.7943970207730021,0.8945277169762148,0.8001798364386791,4.196772296086888,0.7804459667031001
rf,22,64,0.83,22879,0.7925338322260008,0.8929050421671351,0.7972794143274933,4.215745131460088,0.786719191224534
rf,22,64,0.84,23155,0.7923071774940891,0.8922114800726509,0.7960413251734304,4.218047332733775,0.7940432865907571
rf,22,64,0.85,23430,0.7970989932833901,0.8956692567473422,0.8022234174823364,4.169104736185406,0.7779365371818564
rf,22,64,0.86,23706,0.7895584228380351,0.8909377740306351,0.7937701171946631,4.245867906454847,0.78437283719316
rf,22,64,0.87,23982,0.7931388904494595,0.8934215639913544,0.7982020910047578,4.2095932036942925,0.7778877064165212
rf,22,64,0.88,24257,0.7970874319107696,0.8957101515840795,0.8022966756507747,4.1692235130400075,0.7839550774952802
rf,22,64,0.89,24533,0.8039016632431288,0.8991365411180501,0.8084465195737309,4.098620045340532,0.767846732182501
rf,22,64,0.9,24808,0.7890512379803876,0.889952464556838,0.79201538917079,4.250981306571782,0.798777464332438
rf,22,64,0.91,25084,0.795077628772709,0.8936698566114503,0.79864581261593,4.189820245634789,0.7871784691126855
rf,22,64,0.92,25360,0.7966502184076178,0.8947972891860857,0.8006621887347675,4.173712786369234,0.7793304715334455
rf,22,64,0.93,25635,0.7917740621558659,0.8918728271265574,0.795437139766718,4.223457400670744,0.7921987040892721
rf,22,64,0.94,25911,0.7931443714321269,0.8924300812911967,0.796431449993412,4.209537434728652,0.7731781341163729
rf,22,64,0.95,26187,0.8014255886028162,0.8976086183228111,0.805701231687386,4.124414895291467,0.764449745739692
rf,22,64,0.96,26462,0.8020522136051658,0.897701448772435,0.8058678911281286,4.117902214246742,0.759606165460829
rf,22,64,0.97,26738,0.7974273014394215,0.894865337623651,0.8007839724802908,4.16573041773628,0.7632249749003001
rf,22,64,0.98,27014,0.7961391733840574,0.8933188546620211,0.7980185760946652,4.17895404287294,0.7705615933406444
rf,22,64,0.99,27289,0.8030590919892984,0.8976194887326984,0.8057207465527508,4.107415830968837,0.7673950127671859
rf,22,64,1.0,27565,0.801493573388903,0.8970629724508677,0.8047219765423863,4.123708808676266,0.7685243866182527
rf,23,65,0.01,276,0.1814214207356868,0.5648025381873202,0.31900190714283927,8.373960202393581,1.8451309738445802
rf,23,65,0.02,551,0.3750241876053121,0.6732959025915393,0.4533273724465555,7.3169874402132855,1.6657501172771263
rf,23,65,0.03,827,0.4580737159648667,0.7041515433352911,0.4958293959814723,6.813508661320548,1.5026443106670018
rf,23,65,0.04,1103,0.5131671119069645,0.7363833644775286,0.5422604594792447,6.457890240319441,1.3661240924139009
rf,23,65,0.05,1378,0.5268438959048514,0.7405990359586961,0.5484869320629501,6.366532029050595,1.3358552860742328
rf,23,65,0.06,1654,0.5545404796859337,0.7570434999983433,0.5731148608897416,6.177387247655236,1.252963350498729
rf,23,65,0.07,1930,0.6002401997157298,0.7911368845982479,0.6258975701718215,5.851945386669951,1.1553735519054154
rf,23,65,0.08,2205,0.6055560624387176,0.7931469637101014,0.6290821060425529,5.812906634021427,1.1434117130354895
rf,23,65,0.09,2481,0.6107912734667789,0.8001662603724309,0.6402660442384008,5.774202218367904,1.1304020269843709
rf,23,65,0.1,2756,0.6245701467122047,0.802924516518489,0.6446877792264493,5.6710712872085445,1.0880554264480324
rf,23,65,0.11,3032,0.6270724627600124,0.8099532116748848,0.6560242051024607,5.6521402700566865,1.0681194125998223
rf,23,65,0.12,3308,0.6371045117584715,0.8137868697577596,0.6622490693901328,5.575598455062863,1.0450369689769252
rf,23,65,0.13,3583,0.6439702147197657,0.8204926957760144,0.6732082638217912,5.522603589774837,1.0241665216436444
rf,23,65,0.14,3859,0.653668354763453,0.8213009500067062,0.6745352504819182,5.4468672728212155,1.060541171404575
rf,23,65,0.15,4135,0.6581235053654827,0.8246453794680074,0.680040001877934,5.411720094168789,1.017912593079702
rf,23,65,0.16,4410,0.6447891918576709,0.808522319097187,0.6537083404782934,5.516248096120648,1.085499271253588
rf,23,65,0.17,4686,0.648881762107747,0.8071084934664828,0.6514241202257356,5.484378237317429,1.0969988592614854
rf,23,65,0.18,4962,0.6572258296135172,0.8124073641175041,0.6600057252723509,5.418820297356546,1.07803728586839
rf,23,65,0.19,5237,0.6672787741948734,0.8176580443614113,0.6685646775089277,5.338766889734115,1.0660250263332256
rf,23,65,0.2,5513,0.6648041686762026,0.8162142111732693,0.6662056385212023,5.358583581846341,1.0776421841296477
rf,23,65,0.21,5789,0.6588109184271398,0.8119695124484773,0.6592944891458179,5.406276667931902,1.0690780829978677
rf,23,65,0.22,6064,0.6634157831616342,0.8149789909300855,0.6641907556574205,5.3696697755374245,1.0431642999663404
rf,23,65,0.23,6340,0.6690641804088958,0.818847135542647,0.6705106313863981,5.324423516908892,1.054507947578704
rf,23,65,0.24,6616,0.6793418401584621,0.8250183190136213,0.6806552267080614,5.241092838282198,1.021228269601465
rf,23,65,0.25,6891,0.6788131094764337,0.8252642637489598,0.6810611050211126,5.2454120566220785,1.014793490810718
rf,23,65,0.26,7167,0.6800103213349626,0.8252955895579421,0.6811128101437913,5.235626893173736,1.009408840244302
rf,23,65,0.27,7443,0.6814028382751929,0.8262810233449542,0.6827403295399848,5.224222387388927,1.0017512815960188
rf,23,65,0.28,7718,0.6801174052917258,0.8267909974089672,0.6835833533965149,5.234750773419958,1.0023658598595147
rf,23,65,0.29,7994,0.6919083896505434,0.8335301530521806,0.6947725160471916,5.137367580697321,0.9812682776584003
rf,23,65,0.3,8270,0.691522584333117,0.8340941949204848,0.6957131260000516,5.140583188585373,0.9671892327182375
rf,23,65,0.31,8545,0.6987071603752666,0.838607027388688,0.7032617463856916,5.080367276133219,0.955091012931687
rf,23,65,0.32,8821,0.6886525519299986,0.8337290161123159,0.6951040723076103,5.1644414709404565,0.9664890595811739
rf,23,65,0.33,9096,0.6981340956179607,0.83878543970839,0.7035610138667973,5.0851964589041385,0.9571148404353449
rf,23,65,0.34,9372,0.7049509392071577,0.8401663909974256,0.705879564561639,5.027450727962072,0.9732271183775724
rf,23,65,0.35,9648,0.7149942400662594,0.8462805467177901,0.7161907637529616,4.941144142362989,0.9593392578015748
rf,23,65,0.36,9923,0.7238465910947487,0.8515489367763073,0.7251355917248594,4.863802246619725,0.938193358191818
rf,23,65,0.37,10199,0.7237495111173977,0.8518419803126293,0.7256347594229419,4.864657090895101,0.9484393655409029
rf,23,65,0.38,10475,0.7319779931520167,0.8566940142890646,0.7339246341187119,4.7916593118293695,0.9345378094702893
rf,23,65,0.39,10750,0.7243711483927114,0.8516093781490495,0.7252385329514107,4.859180620356814,0.9300306986708232
rf,23,65,0.4,11026,0.7300353180133281,0.8560237508912639,0.7327766620899486,4.808993393240728,0.9203197825262949
rf,23,65,0.41,11302,0.7271535684678552,0.8534682789078318,0.7284081031018966,4.8345921636256595,0.9233307198546062
rf,23,65,0.42,11577,0.7300344273880119,0.8555370481015622,0.7319436406743347,4.809001325774157,0.92360384316495
rf,23,65,0.43,11853,0.7300249807008552,0.855336453484415,0.7316004486592969,4.809085463787039,0.930895893112408
rf,23,65,0.44,12129,0.7368215372238749,0.8591022872213225,0.7380567399089077,4.748165822496548,0.9117861122459251
rf,23,65,0.45,12404,0.7318537625763848,0.8561115043517957,0.7329269078834948,4.7927696714584584,0.9089027631500156
rf,23,65,0.46,12680,0.7452773532841386,0.8642701212524525,0.746962842489729,4.671264769565954,0.8964585284459649
rf,23,65,0.47,12956,0.7382071959698496,0.8602408158815826,0.7400142613086109,4.735649561653388,0.9103523257080467
rf,23,65,0.48,13231,0.7455711271115391,0.8648155921537786,0.7479060084322907,4.668570287457282,0.9055444783767947
rf,23,65,0.49,13507,0.7342058102167848,0.8575955895716709,0.7354701952527819,4.771703458409245,0.9174924568688712
rf,23,65,0.5,13782,0.7362638026028191,0.859055504285463,0.7379763594431511,4.753194377797521,0.9134504593248773
rf,23,65,0.51,14058,0.7390620801410805,0.8600767948565694,0.7397320930507494,4.72791110927162,0.9067974567987919
rf,23,65,0.52,14334,0.7442971249595418,0.8631160226783656,0.7449692686041209,4.68024416224282,0.8935831291967424
rf,23,65,0.53,14609,0.7480730068012149,0.8658613426713887,0.7497158647327,4.645559815261304,0.8939808830567437
rf,23,65,0.54,14885,0.7463510205281715,0.8643462815019126,0.7470944943461836,4.661409579577622,0.8873470258468017
rf,23,65,0.55,15161,0.7498889505801648,0.866700784006938,0.7511702489982409,4.628786438502946,0.9008108944270489
rf,23,65,0.56,15436,0.7434285763932467,0.8630764704763376,0.7449009938898925,4.688186140375391,0.9051059587044141
rf,23,65,0.57,15712,0.7574677746691284,0.8709435941921673,0.7585427442643705,4.558116599240834,0.8941503678261981
rf,23,65,0.58,15988,0.7574294373344004,0.8710544767890926,0.7587359015343199,4.5584768382493355,0.8845165256727738
rf,23,65,0.59,16263,0.7508247208538084,0.8675314471615844,0.7526108118142728,4.620119208825523,0.8905883891052964
rf,23,65,0.6,16539,0.7650814173987149,0.8756376860315702,0.7667413571987227,4.486001253481276,0.8628466812521174
rf,23,65,0.61,16815,0.7648354352524668,0.8767440482144089,0.7686801260793897,4.488349274429914,0.8656110747362078
rf,23,65,0.62,17090,0.757040694593929,0.8717216272010493,0.7598985953300451,4.56212807553701,0.8754126636832514
rf,23,65,0.63,17366,0.7670330421681002,0.877145033194953,0.7693834092585752,4.467328293743154,0.8625410974897803
rf,23,65,0.64,17642,0.7702020061978938,0.8794874789105449,0.7734982255604261,4.43684054669377,0.8510485899535081
rf,23,65,0.65,17917,0.7730494595456849,0.8805503777433321,0.7753689677439248,4.409266160553939,0.8548182942352737
rf,23,65,0.66,18193,0.7679484578931663,0.8774334532414996,0.7698894648673028,4.458542739382717,0.8539162791249498
rf,23,65,0.67,18469,0.7786107142547731,0.8841875520892897,0.7817876272696503,4.354908195896188,0.8295406996473687
rf,23,65,0.68,18744,0.7801313855219526,0.8860824339626232,0.7851420797771265,4.339926000917922,0.8193577005140579
rf,23,65,0.69,19020,0.7761133961789723,0.883056711222074,0.7797891552343453,4.379401461112916,0.8345919171874837
rf,23,65,0.7,19296,0.7783533066474033,0.8847407006499297,0.7827661073865285,4.357439169434402,0.8243220436088929
rf,23,65,0.71,19571,0.7753646296079951,0.882246211521141,0.7783583777434059,4.386718585578054,0.8402955922625801
rf,23,65,0.72,19847,0.7801263763662807,0.8851761463558279,0.783536810077354,4.339975437808169,0.8262612120625105
rf,23,65,0.73,20122,0.7872715537575707,0.889108663403017,0.7905142153382994,4.26887549739078,0.8193283185154635
rf,23,65,0.74,20398,0.7773315527411515,0.8841191772991751,0.7816667196681703,4.367471151436604,0.825087890941676
rf,23,65,0.75,20674,0.7809510326159163,0.8857760889046133,0.7845992796751535,4.331829053654362,0.816321853545771
rf,23,65,0.76,20949,0.7795150334131888,0.8853664615216834,0.7838737711874265,4.346004746027201,0.8185428462059798
rf,23,65,0.77,21225,0.7815327539453778,0.8862350651114389,0.7854125906330763,4.326073279894395,0.8111551945675253
rf,23,65,0.78,21501,0.7837471782670191,0.88724595983717,0.7872053932473811,4.304092499168711,0.8051676126274125
rf,23,65,0.79,21776,0.7868677695393933,0.8897240673869465,0.7916089160875718,4.272924996673275,0.7957477353530042
rf,23,65,0.8,22052,0.7845401473280187,0.8882946514401219,0.7890673877771276,4.296193997151253,0.8079082446636237
rf,23,65,0.81,22328,0.7858747371601369,0.8887592495986495,0.7898930037471545,4.282867701935416,0.8026209606453247
rf,23,65,0.82,22603,0.7918846631509978,0.892210475081403,0.796039531844983,4.222335588851237,0.7948665900340298
rf,23,65,0.83,22879,0.7902896068209353,0.8914908925804521,0.7947560115538912,4.238485306455878,0.7964484011764399
rf,23,65,0.84,23155,0.7933747747631659,0.8924877635924772,0.7965344081623014,4.207192413518863,0.7858870244157882
rf,23,65,0.85,23430,0.7979220954932111,0.8953134970206962,0.8015862579474281,4.160639803779466,0.7777771167713776
rf,23,65,0.86,23706,0.7907622902242389,0.891565036469795,0.7948882142553869,4.233705877442522,0.7858342901195651
rf,23,65,0.87,23982,0.7963851780326803,0.8943189867300246,0.799806450025818,4.176431850485188,0.7777447062265612
rf,23,65,0.88,24257,0.7990730204308314,0.8955392589838821,0.8019905643814006,4.148774523674582,0.774844906931325
rf,23,65,0.89,24533,0.7957437522168269,0.8944369623757228,0.8000174796639101,4.18300495935304,0.7785287718588939
rf,23,65,0.9,24808,0.7939420198030682,0.8931699575082923,0.7977525729953647,4.201413474404646,0.7785507683018963
rf,23,65,0.91,25084,0.7957546184615352,0.893648628704514,0.7986078715854583,4.182893691862974,0.7640596020399337
rf,23,65,0.92,25360,0.789271763156545,0.8899293368228623,0.7919742245379796,4.248758744272651,0.7822030849869686
rf,23,65,0.93,25635,0.7956703776436291,0.8937840836333804,0.7988499881563614,4.1837562182440955,0.7692200036327167
rf,23,65,0.94,25911,0.7981868123253737,0.8953252843200101,0.801607364742707,4.157913745415181,0.7720804604427867
rf,23,65,0.95,26187,0.7962924273586552,0.8940475726872831,0.7993210622280227,4.177382966818692,0.7690486037161102
rf,23,65,0.96,26462,0.796229177029443,0.8947424355696829,0.8005640260091682,4.178031446248775,0.7626323750063788
