model,replicate,seed,fraction,n_train,r2_coef_determination,pearson_r,pearson_r2,rmse,mae
rf,14,56,0.01,276,0.18513881233040397,0.5249977956873733,0.2756226854766009,8.354924332036257,2.0439391697191187
rf,14,56,0.02,551,0.42154348787184803,0.6802579890784782,0.462750931705095,7.039406777936004,1.7416961913620836
rf,14,56,0.03,827,0.49047996838617514,0.7222631577825939,0.5216640690900841,6.60665055164236,1.4774968537582545
rf,14,56,0.04,1103,0.5003831044118812,0.7383134169479089,0.5451067016452967,6.542131402679345,1.3731092113576024
rf,14,56,0.05,1378,0.5039347538644401,0.7248325142923593,0.5253821737753832,6.518836755710602,1.3789415294035676
rf,14,56,0.06,1654,0.5436515958982919,0.7509556968025708,0.5639344585602346,6.252431936480241,1.2804998132805898
rf,14,56,0.07,1930,0.5539812503190196,0.7610425153628891,0.5791857101898733,6.181263573858224,1.2745826815813683
rf,14,56,0.08,2205,0.574110376858584,0.7701415274078119,0.5931179722380375,6.040171001270315,1.2211866022854196
rf,14,56,0.09,2481,0.5934885235531788,0.7893504128922455,0.6230740743331584,5.901156197760252,1.1906425440924242
rf,14,56,0.1,2756,0.6301501450449021,0.8128551586661293,0.6607335089701383,5.628769066109679,1.1271678450186358
rf,14,56,0.11,3032,0.6507114220743198,0.8242311758468007,0.6793570312377998,5.470070159905097,1.1004634794106736
rf,14,56,0.12,3308,0.6482907096764642,0.8162039439883922,0.6661888781822065,5.488992341237786,1.0957139450884217
rf,14,56,0.13,3583,0.6666586631397671,0.8280375526803124,0.6856461886488012,5.343739652211457,1.05992430268746
rf,14,56,0.14,3859,0.676062771679357,0.8337325051280906,0.6951098901071616,5.267822533152107,1.056759053116139
rf,14,56,0.15,4135,0.6940692892329512,0.8434311242198536,0.7113760613027661,5.119319588885887,1.0220683283457528
rf,14,56,0.16,4410,0.68682556426147,0.8381107355628443,0.702429605065692,5.179571785494817,1.011755175300467
rf,14,56,0.17,4686,0.6999303339069571,0.8461525907945915,0.7159742069083994,5.070044278380027,0.9775636923589288
rf,14,56,0.18,4962,0.688724249287182,0.8391087647983732,0.7041035191614515,5.163846800699124,1.0176915361035703
rf,14,56,0.19,5237,0.6900311185280981,0.8416702927919111,0.7084088817684213,5.152995376057436,1.0268895860123186
rf,14,56,0.2,5513,0.7000439633935114,0.8504958701659695,0.7233432251693697,5.069084232858655,0.9885892862954889
rf,14,56,0.21,5789,0.6975017090546174,0.8456983670687074,0.7152057280626781,5.090520225860368,1.0089977688274168
rf,14,56,0.22,6064,0.6979946236300534,0.8468333656193687,0.7171267491262274,5.086371087347275,0.9934808873793433
rf,14,56,0.23,6340,0.711765973295737,0.8544719442138414,0.7301223034485821,4.969049569955464,0.9664762182355657
rf,14,56,0.24,6616,0.715368455019348,0.856431307824522,0.7334745850220212,4.9378991950026085,0.9863616657243861
rf,14,56,0.25,6891,0.7226855386508901,0.8602767683263507,0.7400761181220297,4.874016146006571,0.9726887402532468
rf,14,56,0.26,7167,0.7178853288136544,0.8581154041211043,0.7363620467899262,4.916018863289709,0.9702552063568209
rf,14,56,0.27,7443,0.712957231621955,0.8553589216718221,0.7316388848835824,4.958770508546201,0.9684206285483008
rf,14,56,0.28,7718,0.7240920680241967,0.8609153749950779,0.7411752829029156,4.861640012421736,0.9514968174364454
rf,14,56,0.29,7994,0.739482771925295,0.8700108366250107,0.756918855844951,4.724098333254764,0.9265290379845404
rf,14,56,0.3,8270,0.7439726251917653,0.8722498585036723,0.7608198156596764,4.683212952895507,0.9114203622767044
rf,14,56,0.31,8545,0.7457590069296784,0.8724500071191625,0.7611690149222268,4.666846245462998,0.9136329198594958
rf,14,56,0.32,8821,0.750535382176373,0.8745779727449686,0.764886630410699,4.622800837896243,0.9132831727711174
rf,14,56,0.33,9096,0.7586085769065796,0.8801067554211787,0.7745879009379945,4.547383924947281,0.89513536713579
rf,14,56,0.34,9372,0.7666633264887535,0.883450147709692,0.7804841634882766,4.470871685832353,0.8824075506962586
rf,14,56,0.35,9648,0.7694245218291006,0.8869323208702263,0.7866489418042462,4.444339875280551,0.8742981665361108
rf,14,56,0.36,9923,0.7660605353926804,0.884993238398969,0.7832130320118944,4.476642881831093,0.8724046865098114
rf,14,56,0.37,10199,0.757082072882576,0.8796016329829676,0.7736990327463031,4.561739572017487,0.8797258146855732
rf,14,56,0.38,10475,0.7609765345156059,0.8796531796975647,0.7737897165520361,4.525024907230536,0.8848164814274707
rf,14,56,0.39,10750,0.7660857998482979,0.8826131520860356,0.7790059762352475,4.476401146219414,0.8747103634628217
rf,14,56,0.4,11026,0.7630256064486213,0.8803792295665148,0.7750675878521303,4.505587361960628,0.8665163317896809
rf,14,56,0.41,11302,0.7670803508482957,0.882497295359942,0.7788014763176128,4.466874679767103,0.8558547084813172
rf,14,56,0.42,11577,0.7742736195074176,0.8874930681975359,0.7876439460986762,4.397358399857393,0.8489755295529463
rf,14,56,0.43,11853,0.7656229331254749,0.8820904956665189,0.7780836425452049,4.480827882901094,0.8500645403552333
rf,14,56,0.44,12129,0.7756483394305445,0.8868276923087401,0.7864633558456455,4.383947542977971,0.8351992351389184
rf,14,56,0.45,12404,0.7765475453319544,0.8893209911818866,0.7908918253567332,4.375153247890182,0.8386526479646466
rf,14,56,0.46,12680,0.7738367860229072,0.8866860447309964,0.7862121419206987,4.401611303155526,0.8395694781141888
rf,14,56,0.47,12956,0.7754382758069596,0.8877174777268925,0.7880423202617958,4.38599943873894,0.8392270906236027
rf,14,56,0.48,13231,0.7871084142244116,0.8925249808114841,0.7966008413725401,4.270512064806233,0.8393342371641317
rf,14,56,0.49,13507,0.7806979254145892,0.886607829810954,0.7860734438820896,4.33433100698858,0.8472209408450764
rf,14,56,0.5,13782,0.7773679453339778,0.8844260350201335,0.7822094114214344,4.367114230426561,0.8408317087612862
rf,14,56,0.51,14058,0.7809385305999212,0.886474016605514,0.785836182116713,4.331952669446873,0.8376125381802715
rf,14,56,0.52,14334,0.783621390904403,0.8889981825153465,0.7903177685155892,4.305344093792167,0.8371881788578385
rf,14,56,0.53,14609,0.787194391409271,0.890753794267863,0.7934423220025945,4.269649645369025,0.8240541237830481
rf,14,56,0.54,14885,0.7872860006729333,0.8909612800809507,0.7938120026034862,4.26873053997863,0.8220880385116047
rf,14,56,0.55,15161,0.791338525516797,0.8937569294188994,0.7988014488842995,4.227872099389951,0.8218478123746571
rf,14,56,0.56,15436,0.7844745218915591,0.8896070684869736,0.7914007363019869,4.296848221447425,0.8245198466959867
rf,14,56,0.57,15712,0.7923135837388539,0.8940416477620513,0.7993104679330838,4.217982279806835,0.8075181027715181
rf,14,56,0.58,15988,0.781193435400986,0.8874572873092457,0.787580436798285,4.329431557560464,0.8281554980695354
rf,14,56,0.59,16263,0.7867366276494374,0.8905944925802978,0.7931585502143581,4.27423937621746,0.8217980295296258
rf,14,56,0.6,16539,0.7905445137386704,0.8930755259678811,0.7975838950828075,4.235908543983355,0.8038515267360183
rf,14,56,0.61,16815,0.7914271703879444,0.8938200106170662,0.7989142113794923,4.226973948471406,0.7885779996198825
rf,14,56,0.62,17090,0.788808471747911,0.8923114949777049,0.7962198040693467,4.253426682321487,0.8103724272830292
rf,14,56,0.63,17366,0.7849667105346917,0.8908211797332956,0.7935623742614205,4.29193912971371,0.8073681299661256
rf,14,56,0.64,17642,0.7875453861519469,0.8916391925142209,0.7950204496274118,4.266127080704305,0.7967238610480288
rf,14,56,0.65,17917,0.7935022250062802,0.8954175525409668,0.801772593398455,4.20589467650122,0.7918981448321164
rf,14,56,0.66,18193,0.7897144830799765,0.8912740416071611,0.7943694172427634,4.24429327925235,0.7942662966381786
rf,14,56,0.67,18469,0.7899422041794297,0.8936053076772372,0.7985304459089299,4.241994554758516,0.797489750195285
rf,14,56,0.68,18744,0.7930823383470827,0.8952645285594039,0.8014985760966916,4.210168577862349,0.7842915524559927
rf,14,56,0.69,19020,0.7872740027044727,0.8917978728029322,0.7953034459358349,4.268850925501838,0.7899832150828355
rf,14,56,0.7,19296,0.7912828337855321,0.8942793326521508,0.7997355248087761,4.228436271114901,0.783963406609977
rf,14,56,0.71,19571,0.7890474800862295,0.8935329389810418,0.7984011130440982,4.251019170426779,0.7873472641813353
rf,14,56,0.72,19847,0.790143839712528,0.8949336481671161,0.8009062346217035,4.239958110004796,0.7871575828303699
rf,14,56,0.73,20122,0.7856197807943839,0.8916125929757437,0.7949730159529292,4.285416722826101,0.7908128478240982
rf,14,56,0.74,20398,0.7943395137727074,0.8962278671259644,0.8032243898131552,4.197359172096699,0.7670402898236424
rf,14,56,0.75,20674,0.7907100654841642,0.8943080414144082,0.799786872938475,4.234234200932398,0.7826525916100548
rf,14,56,0.76,20949,0.7911350191499535,0.8936202524207533,0.7985571555365308,4.229933306925363,0.785748191400244
rf,14,56,0.77,21225,0.7878511349696876,0.891377458191242,0.7945537729714794,4.263056229685397,0.7774771989465766
rf,14,56,0.78,21501,0.7981045889313504,0.8986381273946986,0.8075504840074506,4.158760674619837,0.7665224102764462
rf,14,56,0.79,21776,0.7952859061618593,0.8964573100374678,0.8036357087196125,4.187690496056285,0.7727599155407128
rf,14,56,0.8,22052,0.8001978174381245,0.8995392013216646,0.8091707747144183,4.137145726050954,0.7603207173183171
rf,14,56,0.81,22328,0.7960033855199005,0.8971698866611809,0.8049138055316362,4.180345572556731,0.7653149944088699
rf,14,56,0.82,22603,0.7996689221590567,0.8977603678804499,0.8059736781368407,4.142617815220844,0.7514715986086975
rf,14,56,0.83,22879,0.8000057616087765,0.8979385270325709,0.8062935983294232,4.13913362251851,0.771942887562923
rf,14,56,0.84,23155,0.8045020629378923,0.9012615476258763,0.8122723772289897,4.0923408062184645,0.760284340369523
rf,14,56,0.85,23430,0.8048981166409833,0.9006234362907759,0.8111225739962052,4.088193426292231,0.7633862307482214
rf,14,56,0.86,23706,0.795260396607929,0.8948467424373493,0.8007506924507357,4.18795140332173,0.7723320896427479
rf,14,56,0.87,23982,0.7958384822105916,0.8959542195998824,0.8027339636188343,4.182034849521404,0.7677164311487372
rf,14,56,0.88,24257,0.8073714018587925,0.9021328762248624,0.8138437263657429,4.062197987926857,0.7465217429583404
rf,14,56,0.89,24533,0.8041542620104916,0.8995086492380848,0.8091158100541239,4.095979431442817,0.7552400472657776
rf,14,56,0.9,24808,0.7998103574231049,0.8976614309910494,0.8057960446888986,4.1411551971837195,0.7660281117640402
rf,14,56,0.91,25084,0.7952439721361065,0.8948801917152909,0.8008105575243958,4.1881193813514574,0.7687783874239804
rf,14,56,0.92,25360,0.7946851266791516,0.8933384559286079,0.7980535968409094,4.193830853404828,0.7714759095859643
rf,14,56,0.93,25635,0.7952397807643252,0.8940521313596829,0.7993292135887916,4.188162246696481,0.7686930437983466
rf,14,56,0.94,25911,0.7980313566099393,0.8948583208139472,0.8007714143299572,4.159514847496705,0.7829969346035822
rf,14,56,0.95,26187,0.7986411137023941,0.8956494507642049,0.8021879386542219,4.153231171865535,0.7683271066233602
rf,14,56,0.96,26462,0.7975756609881348,0.8948213667305941,0.8007052783576084,4.1642046961369665,0.765369943729538
rf,14,56,0.97,26738,0.7997105256203078,0.8968181178791133,0.8042827365562351,4.142187636861774,0.7708607704718989
rf,14,56,0.98,27014,0.7927302891005896,0.8920778297749767,0.7958028543760324,4.213748641429877,0.7782502287615775
rf,14,56,0.99,27289,0.8026518718130486,0.8974582861635193,0.8054313754035614,4.111660146881238,0.7588368835905527
rf,14,56,1.0,27565,0.7964160403691236,0.8945780085005046,0.800269813292729,4.17611532311201,0.7655695049514357
rf,15,57,0.01,276,0.2556160847032434,0.5392142123615029,0.29075196681263593,7.985446324194802,2.211080711772987
rf,15,57,0.02,551,0.3800196375526793,0.6701802868810532,0.4491416169239708,7.28768632426774,1.771465666719411
rf,15,57,0.03,827,0.4641380673034081,0.7134603281794126,0.5090256398858751,6.775278593877591,1.4669352979425239
rf,15,57,0.04,1103,0.48772087089569693,0.7303491824514103,0.5334099283074435,6.624514208921862,1.3396087888158943
rf,15,57,0.05,1378,0.5131383737667536,0.752417791785831,0.5661325333958661,6.4580808447557505,1.3141957479473505
rf,15,57,0.06,1654,0.534843264649576,0.7482761053880959,0.5599171298947767,6.3124850356036655,1.2850347459778622
rf,15,57,0.07,1930,0.5419877617267548,0.7476102108364436,0.5589210273469117,6.263819666545646,1.2548653518558375
rf,15,57,0.08,2205,0.5594024503861923,0.7644039134962817,0.5843133429684308,6.143583190204231,1.2104754587553488
rf,15,57,0.09,2481,0.5555628998962197,0.7622034368503665,0.5809540791465106,6.170293995063185,1.2128965552792734
rf,15,57,0.1,2756,0.588776279481062,0.7830575443907315,0.6131791178272424,5.935260482123459,1.1731929203079745
rf,15,57,0.11,3032,0.5916436845522501,0.7860985393048386,0.617950913497201,5.914531416097266,1.1335204956665619
rf,15,57,0.12,3308,0.5784700368766114,0.7762266648069164,0.6025278351572689,6.0091760814198185,1.157900434377285
rf,15,57,0.13,3583,0.5906268167619049,0.7788924387773193,0.60667343118448,5.921890867630819,1.1326112621517346
rf,15,57,0.14,3859,0.5943085267432259,0.7843353886172928,0.6151820018374398,5.8952013724872065,1.1230569235219223
rf,15,57,0.15,4135,0.607462295417905,0.7911293612227565,0.6258856661887267,5.798843578111485,1.097031712266948
rf,15,57,0.16,4410,0.6184647501649927,0.7976139393803393,0.6361879962938236,5.7169979814028276,1.0852422629209795
rf,15,57,0.17,4686,0.6200005968890712,0.7950962762383574,0.6321780884881024,5.70547966595488,1.0896531486221306
rf,15,57,0.18,4962,0.6444991313393932,0.8106841192559198,0.6572087412137464,5.518499884684233,1.0562867903565645
rf,15,57,0.19,5237,0.6450634654493007,0.8125429992256069,0.6602261255905446,5.514118018274737,1.0543132878956945
rf,15,57,0.2,5513,0.653517707832546,0.818654991940772,0.6701959958295454,5.448051779980045,1.0288854895916157
rf,15,57,0.21,5789,0.6562752626336976,0.8198415116867215,0.6721401042847687,5.426328718251593,1.0238878790815944
rf,15,57,0.22,6064,0.6778030403046014,0.8311999540789786,0.6908933636608962,5.2536534734339275,0.997419108006016
rf,15,57,0.23,6340,0.6761933035100833,0.8286034688651139,0.6865837086152998,5.266761080897312,0.9938368303611236
rf,15,57,0.24,6616,0.6793110623605014,0.8313134992289732,0.6910821340003201,5.241344360691592,0.995539455545081
rf,15,57,0.25,6891,0.6932890828723532,0.8402650441954372,0.70604534449676,5.125843259574219,0.9668668462218132
rf,15,57,0.26,7167,0.6963663276835261,0.8436735776419934,0.7117851056112406,5.100064525565507,0.9714675263231516
rf,15,57,0.27,7443,0.6789207681067968,0.827832418941011,0.6853065138497255,5.244532878137665,1.018443667738219
rf,15,57,0.28,7718,0.6875950324077591,0.8332947694699286,0.6943801728259416,5.173204780152621,1.0073171597718305
rf,15,57,0.29,7994,0.6687938067659585,0.8188066093153558,0.6704442634585096,5.326598092436335,1.0322413780452009
rf,15,57,0.3,8270,0.6798660598116835,0.8257069566307372,0.6817919782283942,5.23680695373851,1.0206856433418858
rf,15,57,0.31,8545,0.6798066471163597,0.8259364206473053,0.6821709709516824,5.23729287282228,1.0189489999353427
rf,15,57,0.32,8821,0.6864617188558966,0.8291317424933714,0.6874594464100944,5.18257971993849,1.0070574508072692
rf,15,57,0.33,9096,0.6760367356739512,0.8237213195319519,0.6785168122514601,5.268034225863224,1.0145383175255094
rf,15,57,0.34,9372,0.6763474462730152,0.8232755824238835,0.6777826846153847,5.2655073549067595,1.0381159451695199
rf,15,57,0.35,9648,0.6953111623647319,0.834882796586569,0.6970292840362105,5.108918523880685,1.00501447641642
rf,15,57,0.36,9923,0.6859421352487491,0.8287734474661154,0.6868654272248699,5.186872128483376,1.0206368969152537
rf,15,57,0.37,10199,0.6915943504973956,0.832927643988728,0.6937684601206132,5.139985184682441,1.0155474411170926
rf,15,57,0.38,10475,0.7072387841587839,0.8431079373885433,0.7108309940875638,5.007921074788426,0.9838931972418059
rf,15,57,0.39,10750,0.6910951212138257,0.8325583037845057,0.6931533292005333,5.1441436583181686,0.9933180907714666
rf,15,57,0.4,11026,0.7041902884757818,0.8418985153867906,0.7087931102104821,5.033927061989822,0.9791457895279707
rf,15,57,0.41,11302,0.6886158812817958,0.832588172457636,0.6932030649163463,5.164745597152877,0.9935463477610278
rf,15,57,0.42,11577,0.6960970557754356,0.8364312819718357,0.6996172894610485,5.102325473368667,0.9771038159779147
rf,15,57,0.43,11853,0.7125074883573548,0.8462494901833858,0.7161381996356404,4.962653729094047,0.9904994789829802
rf,15,57,0.44,12129,0.7104525195837268,0.8455442776525153,0.7149451254709138,4.980358432904377,0.9717133386281149
rf,15,57,0.45,12404,0.7115428668493882,0.846464959287224,0.7165029273011218,4.970972334860819,0.9659598625683861
rf,15,57,0.46,12680,0.7149231034762586,0.8491672343976574,0.721084991974566,4.941760751330314,0.9533054365820552
rf,15,57,0.47,12956,0.719112792297314,0.8521724206478608,0.7261978345128346,4.905312557983879,0.9502396474460956
rf,15,57,0.48,13231,0.7358725506364661,0.8616377812902124,0.74241966614672,4.756718746963467,0.919891674720626
rf,15,57,0.49,13507,0.7334250415704686,0.8598886242836404,0.7394084461724117,4.778706742576863,0.9187383727301238
rf,15,57,0.5,13782,0.7409789690686556,0.8641746941135023,0.7467979019461654,4.710513127795567,0.9147778103672369
rf,15,57,0.51,14058,0.735066807144634,0.8606636173694681,0.7407418622634981,4.763968611830737,0.9179556584191737
rf,15,57,0.52,14334,0.732910554870588,0.8598440027538556,0.7393317090717725,4.783315945108494,0.9147900778206733
rf,15,57,0.53,14609,0.7385569686251313,0.8633155739450805,0.7453137802161238,4.732484932352015,0.9050514123484683
rf,15,57,0.54,14885,0.738897625428897,0.8633720488099041,0.7454112946662115,4.729400744798008,0.9058330802182496
rf,15,57,0.55,15161,0.7376088518180189,0.8623935830082591,0.743722692013823,4.741058287486449,0.9032687048511161
rf,15,57,0.56,15436,0.735002216020049,0.862199254312015,0.7433875541361948,4.764549307918771,0.9121955644684208
rf,15,57,0.57,15712,0.7549868751228309,0.8735249232560277,0.7630457915494491,4.58137012348578,0.8812655903875191
rf,15,57,0.58,15988,0.7450733775239933,0.8667264023397785,0.7512146565128556,4.673134713446182,0.8956564332729031
rf,15,57,0.59,16263,0.7461292767726833,0.8684164107119318,0.7541470623937946,4.6634466716670735,0.8815340393343795
rf,15,57,0.6,16539,0.7470207538302354,0.8684261496553357,0.7541639774051916,4.655251532492005,0.887672715500161
rf,15,57,0.61,16815,0.7450889126479736,0.867116036522945,0.7518902207952612,4.67299232181894,0.900680316276582
rf,15,57,0.62,17090,0.7488570517294177,0.8692029583186228,0.7555137827498456,4.6383252472446195,0.891340214027363
rf,15,57,0.63,17366,0.7539005168111285,0.8728900253125762,0.76193699629019,4.591515508245481,0.8760920267737684
rf,15,57,0.64,17642,0.7596275733868144,0.8763654788323528,0.768016452489059,4.537775736125102,0.8560615343202782
rf,15,57,0.65,17917,0.7542202613388317,0.8733555025408547,0.7627498338183889,4.5885317776227925,0.8613754895293254
rf,15,57,0.66,18193,0.7535043912657908,0.872539653391035,0.7613254467397476,4.595209309733138,0.8679755282877265
rf,15,57,0.67,18469,0.757301667148905,0.8753006961889953,0.7661513087489399,4.559677232781095,0.8600078738069976
rf,15,57,0.68,18744,0.7601534463483003,0.8763000594031081,0.7679017941098907,4.532809276000894,0.8521135951981813
rf,15,57,0.69,19020,0.7530786348681625,0.8720757837469694,0.7605161725978908,4.599176105920703,0.8599518140120896
rf,15,57,0.7,19296,0.7578403006659287,0.875059282875533,0.7657287485466421,4.5546146533428065,0.8535058899396258
rf,15,57,0.71,19571,0.7569307619255274,0.8735628228408507,0.7631120054496756,4.563160080038763,0.8558311029759798
rf,15,57,0.72,19847,0.7626572120364303,0.8779197981154441,0.7707431719230621,4.509088138141851,0.8399361288789191
rf,15,57,0.73,20122,0.7698823394579732,0.882213241936855,0.7783002042487359,4.4399254679927775,0.8280554684709898
rf,15,57,0.74,20398,0.7681009385971508,0.8810599941726579,0.776266713331524,4.457077647948903,0.8305449922257576
rf,15,57,0.75,20674,0.7645354675770895,0.8787625386774229,0.7722235993827893,4.491210952656982,0.8344887191834667
rf,15,57,0.76,20949,0.777088585198713,0.8861249342745935,0.7852173991431526,4.369853312964943,0.8220002057989592
rf,15,57,0.77,21225,0.7726253520418045,0.8824101131999308,0.7786476078775146,4.413384084326978,0.8206218703680821
rf,15,57,0.78,21501,0.7714550805823953,0.8820704870763024,0.7780483441710254,4.4247271007840325,0.8318419864488631
rf,15,57,0.79,21776,0.770818288727562,0.8816813468193668,0.7773619973292126,4.430887093822635,0.8287550200082052
rf,15,57,0.8,22052,0.7954302956480173,0.8947193921462635,0.8005227906825793,4.18621339908406,0.7987337312886725
rf,15,57,0.81,22328,0.7864511469097346,0.8886819932451265,0.7897556851181311,4.277099231909057,0.7996745598767754
rf,15,57,0.82,22603,0.7889807351936886,0.8904810117175532,0.7929564322295172,4.2516916235887585,0.8041445130462302
rf,15,57,0.83,22879,0.7920509431271048,0.8918634120405644,0.7954203457366376,4.220648471105759,0.8019805220276053
rf,15,57,0.84,23155,0.7952348809417964,0.8946549067836459,0.8004074022320541,4.188212356842491,0.7933557701707802
rf,15,57,0.85,23430,0.7946082995211978,0.8940376670318023,0.7993033500716679,4.194615428737016,0.7927969720653019
rf,15,57,0.86,23706,0.7867410023163797,0.889212237489191,0.7906984033005334,4.274195537302726,0.8016629408742265
rf,15,57,0.87,23982,0.7935010820163269,0.8934543527110789,0.7982606803783729,4.205906316550872,0.784574807502353
rf,15,57,0.88,24257,0.7873459077525915,0.8901625653765181,0.7923893927977038,4.2681293919839405,0.7893486119153068
rf,15,57,0.89,24533,0.7892816138971321,0.891463750405686,0.7947076182873712,4.248659436486547,0.7949739391313622
rf,15,57,0.9,24808,0.7887596337556451,0.8903658255753366,0.7927513033524507,4.253918455862813,0.77999594569944
rf,15,57,0.91,25084,0.7845604444061582,0.8884179346494765,0.7892864266068415,4.295991634070802,0.7890980500770501
rf,15,57,0.92,25360,0.7804973675605991,0.8853059776919852,0.7837666741371617,4.336312487263175,0.7964822749533524
rf,15,57,0.93,25635,0.7885308924304579,0.8905971047890144,0.7931632030585748,4.256221007427722,0.782117532387789
rf,15,57,0.94,25911,0.780254277575471,0.8859758554023551,0.7849532163559348,4.338712965200477,0.7900559901472655
rf,15,57,0.95,26187,0.7883975928504151,0.890995022642505,0.793872130373718,4.257562250836441,0.7766178875934096
rf,15,57,0.96,26462,0.7876056161879554,0.8896809018941435,0.7915321071951766,4.265522322830096,0.7830465839589845
rf,15,57,0.97,26738,0.7910986426996582,0.8921820482848785,0.7959888072818012,4.230301638799511,0.772089232118346
rf,15,57,0.98,27014,0.7936708797414659,0.893264831306083,0.7979220588482849,4.204176767072711,0.7703993302439673
rf,15,57,0.99,27289,0.7987628571538012,0.8960841625309404,0.8029668263387767,4.151975440974496,0.7642975501706618
rf,15,57,1.0,27565,0.796898147567372,0.894738307046474,0.8005566380963903,4.171167662648192,0.7665582979507017
rf,16,58,0.01,276,0.31120774192238587,0.5969529966496773,0.3563528802090296,7.681478745655318,2.084015139473136
rf,16,58,0.02,551,0.4220517482449474,0.658228145458954,0.43326429147433393,7.036313513615428,1.790777480308762
rf,16,58,0.03,827,0.481759724044707,0.7154472081499436,0.5118647076495486,6.662945878958547,1.538899482533065
rf,16,58,0.04,1103,0.4826342813926784,0.7101364963622122,0.5042938434655982,6.6573214716904445,1.4390555322161702
rf,16,58,0.05,1378,0.523908124719997,0.7427759165064141,0.5517160621419434,6.386252559334445,1.3200286398816476
rf,16,58,0.06,1654,0.5360320645657559,0.7596407190392717,0.5770540220225017,6.304413474003309,1.2733337574470602
rf,16,58,0.07,1930,0.5374766154697126,0.7640068673123726,0.5837064933004652,6.294591517381572,1.2361583023569367
rf,16,58,0.08,2205,0.5447619436449661,0.7654727186106997,0.5859484829372553,6.244820863787131,1.2103761912016107
rf,16,58,0.09,2481,0.5528232565850221,0.7787248132675894,0.6064123347986419,6.189282546761667,1.2819899602325615
rf,16,58,0.1,2756,0.5765267258528977,0.7966626899702325,0.6346714415906067,6.023011717234037,1.2353315770761502
rf,16,58,0.11,3032,0.604125488117911,0.8132110420241513,0.6613121988700059,5.8234382556955255,1.176524123709968
rf,16,58,0.12,3308,0.618749518398946,0.8180106960526362,0.6691414988565184,5.71486407200533,1.1514491077052076
rf,16,58,0.13,3583,0.6319401458682772,0.8297284782643043,0.6884493476427981,5.615131475637567,1.1011499755246343
rf,16,58,0.14,3859,0.624155483701491,0.8239236937653837,0.6788502531479937,5.674202277591351,1.1043193887317995
rf,16,58,0.15,4135,0.6559882652083449,0.8433416634112924,0.7112251612453255,5.4285936373232175,1.070960741455796
rf,16,58,0.16,4410,0.6561804434110334,0.8500148446611231,0.7225252361442732,5.427077114768215,1.0460900112918234
rf,16,58,0.17,4686,0.6615233101328573,0.8458826357615982,0.7155174334829886,5.384744325413119,1.0295420684147716
rf,16,58,0.18,4962,0.6646991350443157,0.8503677915187704,0.723125380852511,5.359423072315592,1.0070919131698233
rf,16,58,0.19,5237,0.6812206125064744,0.8565695410170047,0.733711378598082,5.225716204610658,0.9949284712644211
rf,16,58,0.2,5513,0.6787247641403873,0.8570945710880952,0.7346111037886858,5.246133405847072,0.9867355396719063
rf,16,58,0.21,5789,0.6771743326676304,0.854220298159421,0.7296923177875702,5.258776740782735,0.9840657090635181
rf,16,58,0.22,6064,0.668655923478604,0.8539610173612174,0.7292494191726056,5.327706725739929,0.97689531527725
rf,16,58,0.23,6340,0.6747487885106225,0.8570061362457556,0.7344595175628786,5.278495627355644,0.9781344520686335
rf,16,58,0.24,6616,0.669528582693206,0.854955741015722,0.7309493190957423,5.320686323195251,0.9699388179309697
rf,16,58,0.25,6891,0.6816296633219323,0.859896604901403,0.7394221711209595,5.222362365365925,0.9500726189700618
rf,16,58,0.26,7167,0.6875439555439877,0.8613445410275099,0.7419144183578917,5.173627661194777,0.9454025625290419
rf,16,58,0.27,7443,0.689412388694028,0.8651395188651156,0.7484663871021637,5.158135767078311,0.9403481160599201
rf,16,58,0.28,7718,0.6957561103702183,0.8664309663923464,0.7507026195235753,5.105186792778362,0.9248085253489114
rf,16,58,0.29,7994,0.6998830746370918,0.8670378225117547,0.751754585665925,5.0704435142649364,0.9294867218849454
rf,16,58,0.3,8270,0.7055273744124468,0.8689480824418264,0.7550707699793272,5.0225372799761425,0.9266157470240127
rf,16,58,0.31,8545,0.7079707515163506,0.8700338671149402,0.7569589299269774,5.001656705313643,0.9279551782683465
rf,16,58,0.32,8821,0.7065026622953854,0.8698930957457892,0.7567139980261928,5.0142131066505575,0.914983299634592
rf,16,58,0.33,9096,0.7169145075238073,0.8750230085845264,0.7656652655523162,4.924470173037678,0.8878801079120732
rf,16,58,0.34,9372,0.7192829758186756,0.8770055940548479,0.7691388120034967,4.903826321111434,0.8847113808132268
rf,16,58,0.35,9648,0.7166252993889084,0.8723600056684583,0.7610119794898725,4.926985019802549,0.8894730202398484
rf,16,58,0.36,9923,0.717047841014708,0.8744668612298145,0.7646922913891238,4.923310321775291,0.8922488638940991
rf,16,58,0.37,10199,0.7304831647978833,0.8713815512883178,0.7593058079256353,4.805002896875369,0.9047524560477795
rf,16,58,0.38,10475,0.7314354186454837,0.8712371375918766,0.7590541499192865,4.796506894672652,0.9034342735727448
rf,16,58,0.39,10750,0.7385544794001745,0.8739905423254569,0.7638594680743463,4.732507461526915,0.8756854568502449
rf,16,58,0.4,11026,0.734191160802079,0.8710862265332486,0.7587912140559342,4.7718349543229,0.8891186916194129
rf,16,58,0.41,11302,0.7431041807288606,0.8760575449524336,0.7674768220680852,4.691148954445222,0.8722041221786165
rf,16,58,0.42,11577,0.7490784424539956,0.8826747488228164,0.779114712209422,4.636280378770804,0.8507013270089098
