insert_1_id_code,insert_1_ori_code,insert_2_id_code,insert_2_ori_code,insert_3_id_code,insert_3_ori_code,insert_4_id_code,insert_4_ori_code,insert_5_id_code,insert_5_ori_code,avg_Rep
0,0,2,1,8,1,5,0,8,0,0.177094006111687
0,0,2,1,8,1,6,0,6,0,0.0407930658553608
0,0,2,1,8,1,7,1,3,0,0.276527426054129
0,0,2,1,8,1,10,1,5,1,0.0252727235146054
0,0,2,1,9,0,4,0,4,0,0.0318527337981386
0,0,2,1,9,0,4,0,8,0,0.0
0,0,2,1,9,0,4,1,6,1,0.058822438325502
0,0,2,1,9,0,8,1,9,1,0.0172581405213972
0,0,2,1,9,0,9,0,0,0,0.0236493345098121
0,0,2,1,9,1,0,1,10,0,0.166355803362837
0,0,2,1,9,1,4,0,8,1,0.192022063867707
0,0,2,1,10,0,0,0,0,0,0.129428835612804
0,0,2,1,10,0,0,1,1,0,0.114551667519993
